actoterrorista,adultomayor,afrodescendiente,amenaza,apoyo,articulacioninterinstitucional,atencionpsicologica,cabezadefamilia,curso_de_vida,declaracion,delitoscontralibertadein,departamento_procedencia,desplazamiento,despojoyabandonodebienes,discapacidad,edad,gestante,grupo_etario,homicidio,indigena,lgtbi,mes,mestizo,migrantesvenezolanos,minasantipersonal,municipio_procedencia,nucleo_numero,orden,orientacion,personas_nucleo,reclutamientoforzado,rrom,secuestro,sexo,tortura,vigencia,vinculaciondennagrujposarmados,auxilio_econ_mico_mes,hecho_victimizante,monto_asignado,n_cleo_familiar,personas,_merge
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,52,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,75,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,76,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,SI,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,26,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,VILLA DEL ROSARIO,SI,77,NO,4,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,26,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,VILLA DEL ROSARIO,NO,78,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,898875.0,TIPO C,7,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,6,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,VILLA DEL ROSARIO,NO,79,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,6,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,VILLA DEL ROSARIO,NO,80,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,2,both
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,CESAR,SI,NO,NO,54,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,TAMALAMEQUE,SI,81,NO,3,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,CESAR,SI,NO,NO,59,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,TAMALAMEQUE,NO,82,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,CESAR,SI,NO,NO,27,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,TAMALAMEQUE,NO,83,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,PERSONERIA,NO,ARAUCA,SI,NO,NO,29,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,SARAVENA,SI,84,NO,1,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,44,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,SI,85,NO,7,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,898875.0,TIPO C,7,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,25,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,86,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,11,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,87,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,88,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,13,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,89,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,14,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,90,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,898875.0,TIPO C,6,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,91,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,40,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,VILLA DEL ROSARIO,SI,92,NO,1,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,898875.0,TIPO C,7,both
NO,SI,NO,NO,NO,NO,NO,SI,Persona Mayor,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,60,NO,60 y mas,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,SI,93,NO,4,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,5,both
NO,SI,NO,NO,NO,NO,NO,NO,Persona Mayor,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,67,NO,60 y mas,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,94,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,16,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,95,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,FLORIDABLANCA,NO,96,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,3,both
NO,NO,NO,NO,NO,NO,NO,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,26,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,OCAÑA,SI,97,NO,3,NO,NO,NO,SIN INFORMACION,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,898875.0,TIPO C,6,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,28,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,OCAÑA,NO,98,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,5,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,OCAÑA,NO,99,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,SIN INFORMACION,both
NO,NO,NO,NO,NO,NO,NO,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,SI,NO,NO,23,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,YONDO,SI,100,NO,5,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,YONDO,NO,101,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,YONDO,NO,102,NO,0,NO,NO,NO,Femenino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,SI,NO,NO,1,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,YONDO,NO,103,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,NO,NO,NO,1,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,YONDO,NO,104,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,PERSONERIA,NO,SANTANDER,SI,NO,NO,57,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,SI,105,NO,2,NO,NO,NO,SIN INFORMACION,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,SANTANDER,NO,NO,NO,58,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,106,NO,0,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,SANTANDER,SI,NO,NO,54,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,SI,107,NO,4,NO,NO,NO,Masculino,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,SI,NO,NO,NO,NO,NO,NO,Persona Mayor,PERSONERIA,NO,SANTANDER,NO,NO,NO,67,NO,60 y mas,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,108,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,04 ABRIL,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,SANTANDER,NO,NO,NO,24,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,109,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,SANTANDER,NO,NO,NO,13,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,110,NO,0,NO,NO,NO,Femenino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,21,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,SI,111,NO,5,NO,NO,NO,SIN INFORMACION,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,32,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,112,NO,0,NO,NO,NO,Masculino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,10,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,113,NO,0,NO,NO,NO,Femenino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,4,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,114,NO,0,NO,NO,NO,Femenino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,2,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,115,NO,0,NO,NO,NO,Femenino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,423000.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,PERSONERIA,NO,ARAUCA,SI,NO,NO,46,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,FORTUL,SI,116,NO,6,NO,NO,NO,SIN INFORMACION,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,ARAUCA,SI,NO,NO,24,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,FORTUL,NO,117,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,898875.0,TIPO C,6,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,ARAUCA,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,FORTUL,NO,118,NO,0,NO,NO,NO,Masculino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,423000.0,TIPO A,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,ARAUCA,SI,NO,NO,16,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,FORTUL,NO,119,NO,0,NO,NO,NO,Masculino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,ARAUCA,SI,NO,NO,13,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,FORTUL,NO,120,NO,0,NO,NO,NO,Masculino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,ARAUCA,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,FORTUL,NO,121,NO,0,NO,NO,NO,Femenino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,20,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,RIO DE ORO,SI,122,NO,3,NO,NO,NO,Femenino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,CESAR,NO,NO,NO,20,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,RIO DE ORO,NO,123,NO,0,NO,NO,NO,Masculino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,CESAR,NO,NO,NO,1,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,RIO DE ORO,NO,124,NO,0,NO,NO,NO,Masculino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,SI,NO,NO,NO,NO,NO,SI,Persona Mayor,PERSONERIA,NO,SANTANDER,SI,NO,NO,60,NO,60 y mas,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,SI,125,NO,6,NO,NO,NO,Masculino,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,SANTANDER,SI,NO,NO,42,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,126,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,898875.0,TIPO C,6,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,SANTANDER,SI,NO,NO,25,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,127,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,05 MAYO,DESPLAZAMIENTO,898875.0,TIPO C,8,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,SANTANDER,SI,NO,NO,22,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,128,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,SIN INFORMACION,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,SANTANDER,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,129,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,SANTANDER,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUCARAMANGA,NO,130,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,30,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BOGOTA,SI,131,NO,7,NO,NO,NO,SIN INFORMACION,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,16,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,BOGOTA,NO,132,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,15,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,BOGOTA,NO,133,NO,0,NO,NO,NO,Femenino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,3,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BOGOTA,NO,134,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,BOGOTA,NO,135,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,BOGOTA,NO,136,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BOGOTA,NO,137,NO,0,NO,NO,NO,Femenino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,PERSONERIA,NO,SANTANDER,SI,NO,NO,58,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,SI,138,NO,5,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,SANTANDER,SI,NO,NO,47,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,139,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,SANTANDER,SI,NO,NO,15,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,140,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,SANTANDER,SI,NO,NO,19,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,141,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,SANTANDER,SI,NO,NO,5,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BARRANCABERMEJA,NO,142,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,SIN INFORMACION,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,38,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,PUERTO WILCHES,SI,143,NO,3,NO,NO,NO,SIN INFORMACION,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,02 FEBRERO,NO,NO,NO,PUERTO WILCHES,NO,144,NO,0,NO,NO,NO,Femenino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,15,NO,12 a 17,NO,NO,NO,02 FEBRERO,NO,NO,NO,PUERTO WILCHES,NO,145,NO,0,NO,NO,NO,Femenino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,898875.0,TIPO C,6,both
NO,NO,NO,NO,NO,NO,NO,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,21,NO,18 a 28,NO,SI,NO,02 FEBRERO,NO,NO,NO,BUENAVENTURA,SI,146,NO,3,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUENAVENTURA,NO,147,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,3,NO,0 a 6,NO,NO,NO,02 FEBRERO,NO,NO,NO,BUENAVENTURA,NO,148,NO,0,NO,NO,NO,Masculino,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,898875.0,TIPO C,5,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,PERSONERIA,NO,SANTANDER,SI,NO,NO,35,NO,29 a 59,NO,NO,NO,02 FEBRERO,NO,NO,NO,RIONEGRO,SI,149,NO,6,SI,NO,NO,SIN INFORMACION,NO,2017,NO,06 JUNIO,DESPLAZAMIENTO,423000.0,TIPO A,2,both
